"COUNTRY","Country","SEX","Gender","ORIGIN","Country of origin","EDUCATION_LEV","Education level","YEAR","Year","Value","Flag Codes","Flags"
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_6","Bachelor’s or equivalent level","2014","2014",23,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_6","Bachelor’s or equivalent level","2015","2015",18,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_6","Bachelor’s or equivalent level","2016","2016",17,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_6","Bachelor’s or equivalent level","2017","2017",14,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_6","Bachelor’s or equivalent level","2018","2018",22,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_6","Bachelor’s or equivalent level","2019","2019",25,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_6","Bachelor’s or equivalent level","2020","2020",17,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_6","Bachelor’s or equivalent level","2021","2021",11,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2013","2013",23,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2014","2014",29,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2015","2015",22,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2016","2016",35,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2017","2017",25,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2018","2018",27,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2019","2019",34,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2020","2020",26,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2021","2021",46,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2013","2013",26,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2014","2014",24,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2015","2015",28,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2016","2016",23,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2017","2017",40,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2018","2018",31,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2019","2019",39,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2020","2020",29,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2021","2021",34,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2013","2013",49,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2014","2014",53,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2015","2015",50,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2016","2016",58,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2017","2017",65,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2018","2018",58,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2019","2019",73,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2020","2020",55,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_6","Bachelor’s or equivalent level","2021","2021",80,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2013","2013",23,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2014","2014",20,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2015","2015",25,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2016","2016",21,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2017","2017",19,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2018","2018",24,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2019","2019",19,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2020","2020",23,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2021","2021",25,,
"DNK","Denmark","M","Male","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2013","2013",14,,
"DNK","Denmark","M","Male","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2014","2014",11,,
"DNK","Denmark","M","Male","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2015","2015",17,,
"DNK","Denmark","M","Male","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2016","2016",15,,
"DNK","Denmark","M","Male","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2017","2017",10,,
"DNK","Denmark","M","Male","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2018","2018",13,,
"DNK","Denmark","M","Male","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2019","2019",20,,
"DNK","Denmark","M","Male","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2020","2020",16,,
"DNK","Denmark","M","Male","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2021","2021",10,,
"DNK","Denmark","_T","Total","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2013","2013",37,,
"DNK","Denmark","_T","Total","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2014","2014",31,,
"DNK","Denmark","_T","Total","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2015","2015",42,,
"DNK","Denmark","_T","Total","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2016","2016",36,,
"DNK","Denmark","_T","Total","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2017","2017",29,,
"DNK","Denmark","_T","Total","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2018","2018",37,,
"DNK","Denmark","_T","Total","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2019","2019",39,,
"DNK","Denmark","_T","Total","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2020","2020",39,,
"DNK","Denmark","_T","Total","419","Latin America and the Caribbean","ISCED11_6","Bachelor’s or equivalent level","2021","2021",35,,
"DNK","Denmark","F","Female","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2013","2013",109,,
"DNK","Denmark","F","Female","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2014","2014",118,,
"DNK","Denmark","F","Female","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2015","2015",120,,
"DNK","Denmark","F","Female","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2016","2016",101,,
"DNK","Denmark","F","Female","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2017","2017",106,,
"DNK","Denmark","F","Female","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2018","2018",111,,
"DNK","Denmark","F","Female","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2019","2019",107,,
"DNK","Denmark","F","Female","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2020","2020",140,,
"DNK","Denmark","F","Female","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2021","2021",123,,
"DNK","Denmark","M","Male","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2013","2013",137,,
"DNK","Denmark","M","Male","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2014","2014",122,,
"DNK","Denmark","M","Male","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2015","2015",94,,
"DNK","Denmark","M","Male","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2016","2016",97,,
"DNK","Denmark","M","Male","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2017","2017",95,,
"DNK","Denmark","M","Male","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2018","2018",94,,
"DNK","Denmark","M","Male","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2019","2019",102,,
"DNK","Denmark","M","Male","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2020","2020",130,,
"DNK","Denmark","M","Male","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2021","2021",98,,
"DNK","Denmark","_T","Total","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2013","2013",246,,
"DNK","Denmark","_T","Total","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2014","2014",240,,
"DNK","Denmark","_T","Total","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2015","2015",214,,
"DNK","Denmark","_T","Total","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2016","2016",198,,
"DNK","Denmark","_T","Total","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2017","2017",201,,
"DNK","Denmark","_T","Total","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2018","2018",205,,
"DNK","Denmark","_T","Total","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2019","2019",209,,
"DNK","Denmark","_T","Total","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2020","2020",270,,
"DNK","Denmark","_T","Total","006","Asia","ISCED11_6","Bachelor’s or equivalent level","2021","2021",221,,
"DNK","Denmark","F","Female","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2013","2013",1481,,
"DNK","Denmark","F","Female","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2014","2014",1421,,
"DNK","Denmark","F","Female","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2015","2015",1383,,
"DNK","Denmark","F","Female","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2016","2016",1550,,
"DNK","Denmark","F","Female","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2017","2017",1498,,
"DNK","Denmark","F","Female","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2018","2018",1609,,
"DNK","Denmark","F","Female","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2019","2019",1574,,
"DNK","Denmark","F","Female","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2020","2020",1559,,
"DNK","Denmark","F","Female","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2021","2021",1558,,
"DNK","Denmark","M","Male","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2013","2013",1002,,
"DNK","Denmark","M","Male","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2014","2014",1029,,
"DNK","Denmark","M","Male","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2015","2015",1079,,
"DNK","Denmark","M","Male","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2016","2016",1134,,
"DNK","Denmark","M","Male","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2017","2017",1287,,
"DNK","Denmark","M","Male","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2018","2018",1328,,
"DNK","Denmark","M","Male","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2019","2019",1261,,
"DNK","Denmark","M","Male","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2020","2020",1279,,
"DNK","Denmark","M","Male","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2021","2021",1253,,
"DNK","Denmark","_T","Total","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2013","2013",2483,,
"DNK","Denmark","_T","Total","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2014","2014",2450,,
"DNK","Denmark","_T","Total","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2015","2015",2462,,
"DNK","Denmark","_T","Total","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2016","2016",2684,,
"DNK","Denmark","_T","Total","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2017","2017",2785,,
"DNK","Denmark","_T","Total","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2018","2018",2937,,
"DNK","Denmark","_T","Total","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2019","2019",2835,,
"DNK","Denmark","_T","Total","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2020","2020",2838,,
"DNK","Denmark","_T","Total","007","Europe","ISCED11_6","Bachelor’s or equivalent level","2021","2021",2811,,
"DNK","Denmark","F","Female","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2013","2013",0,,
"DNK","Denmark","F","Female","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2014","2014",0,,
"DNK","Denmark","F","Female","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2015","2015",0,,
"DNK","Denmark","F","Female","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2016","2016",0,,
"DNK","Denmark","F","Female","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2017","2017",0,,
"DNK","Denmark","F","Female","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2018","2018",0,,
"DNK","Denmark","F","Female","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2019","2019",0,,
"DNK","Denmark","F","Female","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2020","2020",0,,
"DNK","Denmark","F","Female","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2021","2021",0,,
"DNK","Denmark","M","Male","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2013","2013",0,,
"DNK","Denmark","M","Male","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2014","2014",0,,
"DNK","Denmark","M","Male","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2015","2015",0,,
"DNK","Denmark","M","Male","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2016","2016",0,,
"DNK","Denmark","M","Male","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2017","2017",0,,
"DNK","Denmark","M","Male","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2018","2018",0,,
"DNK","Denmark","M","Male","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2019","2019",0,,
"DNK","Denmark","M","Male","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2020","2020",0,,
"DNK","Denmark","M","Male","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2021","2021",0,,
"DNK","Denmark","_T","Total","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2013","2013",0,,
"DNK","Denmark","_T","Total","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2014","2014",0,,
"DNK","Denmark","_T","Total","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2015","2015",0,,
"DNK","Denmark","_T","Total","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2016","2016",0,,
"DNK","Denmark","_T","Total","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2017","2017",0,,
"DNK","Denmark","_T","Total","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2018","2018",0,,
"DNK","Denmark","_T","Total","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2019","2019",0,,
"DNK","Denmark","_T","Total","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2020","2020",0,,
"DNK","Denmark","_T","Total","898","Areas not specified","ISCED11_6","Bachelor’s or equivalent level","2021","2021",0,,
"DNK","Denmark","F","Female","001","World","ISCED11_7","Master’s or equivalent level","2013","2013",1740,,
"DNK","Denmark","F","Female","001","World","ISCED11_7","Master’s or equivalent level","2014","2014",1822,,
"DNK","Denmark","F","Female","001","World","ISCED11_7","Master’s or equivalent level","2015","2015",2060,,
"DNK","Denmark","F","Female","001","World","ISCED11_7","Master’s or equivalent level","2016","2016",3047,,
"DNK","Denmark","F","Female","001","World","ISCED11_7","Master’s or equivalent level","2017","2017",2844,,
"DNK","Denmark","F","Female","001","World","ISCED11_7","Master’s or equivalent level","2018","2018",2711,,
"DNK","Denmark","F","Female","001","World","ISCED11_7","Master’s or equivalent level","2019","2019",2863,,
"DNK","Denmark","F","Female","001","World","ISCED11_7","Master’s or equivalent level","2020","2020",2831,,
"DNK","Denmark","F","Female","001","World","ISCED11_7","Master’s or equivalent level","2021","2021",3017,,
"DNK","Denmark","M","Male","001","World","ISCED11_7","Master’s or equivalent level","2013","2013",1430,,
"DNK","Denmark","M","Male","001","World","ISCED11_7","Master’s or equivalent level","2014","2014",1431,,
"DNK","Denmark","M","Male","001","World","ISCED11_7","Master’s or equivalent level","2015","2015",1718,,
"DNK","Denmark","M","Male","001","World","ISCED11_7","Master’s or equivalent level","2016","2016",2459,,
"DNK","Denmark","M","Male","001","World","ISCED11_7","Master’s or equivalent level","2017","2017",2347,,
"DNK","Denmark","M","Male","001","World","ISCED11_7","Master’s or equivalent level","2018","2018",2376,,
"DNK","Denmark","M","Male","001","World","ISCED11_7","Master’s or equivalent level","2019","2019",2346,,
"DNK","Denmark","M","Male","001","World","ISCED11_7","Master’s or equivalent level","2020","2020",2322,,
"DNK","Denmark","M","Male","001","World","ISCED11_7","Master’s or equivalent level","2021","2021",2411,,
"DNK","Denmark","_T","Total","001","World","ISCED11_7","Master’s or equivalent level","2013","2013",3170,,
"DNK","Denmark","_T","Total","001","World","ISCED11_7","Master’s or equivalent level","2014","2014",3253,,
"DNK","Denmark","_T","Total","001","World","ISCED11_7","Master’s or equivalent level","2015","2015",3778,,
"DNK","Denmark","_T","Total","001","World","ISCED11_7","Master’s or equivalent level","2016","2016",5506,,
"DNK","Denmark","_T","Total","001","World","ISCED11_7","Master’s or equivalent level","2017","2017",5191,,
"DNK","Denmark","_T","Total","001","World","ISCED11_7","Master’s or equivalent level","2018","2018",5087,,
"DNK","Denmark","_T","Total","001","World","ISCED11_7","Master’s or equivalent level","2019","2019",5209,,
"DNK","Denmark","_T","Total","001","World","ISCED11_7","Master’s or equivalent level","2020","2020",5153,,
"DNK","Denmark","_T","Total","001","World","ISCED11_7","Master’s or equivalent level","2021","2021",5428,,
"DNK","Denmark","F","Female","002","Africa","ISCED11_7","Master’s or equivalent level","2013","2013",26,,
"DNK","Denmark","F","Female","002","Africa","ISCED11_7","Master’s or equivalent level","2014","2014",30,,
"DNK","Denmark","F","Female","002","Africa","ISCED11_7","Master’s or equivalent level","2015","2015",38,,
"DNK","Denmark","F","Female","002","Africa","ISCED11_7","Master’s or equivalent level","2016","2016",44,,
"DNK","Denmark","F","Female","002","Africa","ISCED11_7","Master’s or equivalent level","2017","2017",59,,
"DNK","Denmark","F","Female","002","Africa","ISCED11_7","Master’s or equivalent level","2018","2018",29,,
"DNK","Denmark","F","Female","002","Africa","ISCED11_7","Master’s or equivalent level","2019","2019",26,,
"DNK","Denmark","F","Female","002","Africa","ISCED11_7","Master’s or equivalent level","2020","2020",39,,
"DNK","Denmark","F","Female","002","Africa","ISCED11_7","Master’s or equivalent level","2021","2021",39,,
"DNK","Denmark","M","Male","002","Africa","ISCED11_7","Master’s or equivalent level","2013","2013",59,,
"DNK","Denmark","M","Male","002","Africa","ISCED11_7","Master’s or equivalent level","2014","2014",65,,
"DNK","Denmark","M","Male","002","Africa","ISCED11_7","Master’s or equivalent level","2015","2015",70,,
"DNK","Denmark","M","Male","002","Africa","ISCED11_7","Master’s or equivalent level","2016","2016",54,,
"DNK","Denmark","M","Male","002","Africa","ISCED11_7","Master’s or equivalent level","2017","2017",71,,
"DNK","Denmark","M","Male","002","Africa","ISCED11_7","Master’s or equivalent level","2018","2018",44,,
"DNK","Denmark","M","Male","002","Africa","ISCED11_7","Master’s or equivalent level","2019","2019",32,,
"DNK","Denmark","M","Male","002","Africa","ISCED11_7","Master’s or equivalent level","2020","2020",38,,
"DNK","Denmark","M","Male","002","Africa","ISCED11_7","Master’s or equivalent level","2021","2021",38,,
"DNK","Denmark","_T","Total","002","Africa","ISCED11_7","Master’s or equivalent level","2013","2013",85,,
"DNK","Denmark","_T","Total","002","Africa","ISCED11_7","Master’s or equivalent level","2014","2014",95,,
"DNK","Denmark","_T","Total","002","Africa","ISCED11_7","Master’s or equivalent level","2015","2015",108,,
"DNK","Denmark","_T","Total","002","Africa","ISCED11_7","Master’s or equivalent level","2016","2016",98,,
"DNK","Denmark","_T","Total","002","Africa","ISCED11_7","Master’s or equivalent level","2017","2017",130,,
"DNK","Denmark","_T","Total","002","Africa","ISCED11_7","Master’s or equivalent level","2018","2018",73,,
"DNK","Denmark","_T","Total","002","Africa","ISCED11_7","Master’s or equivalent level","2019","2019",58,,
"DNK","Denmark","_T","Total","002","Africa","ISCED11_7","Master’s or equivalent level","2020","2020",77,,
"DNK","Denmark","_T","Total","002","Africa","ISCED11_7","Master’s or equivalent level","2021","2021",77,,
"DNK","Denmark","F","Female","009","Oceania","ISCED11_7","Master’s or equivalent level","2013","2013",9,,
"DNK","Denmark","F","Female","009","Oceania","ISCED11_7","Master’s or equivalent level","2014","2014",7,,
"DNK","Denmark","F","Female","009","Oceania","ISCED11_7","Master’s or equivalent level","2015","2015",18,,
"DNK","Denmark","F","Female","009","Oceania","ISCED11_7","Master’s or equivalent level","2016","2016",17,,
"DNK","Denmark","F","Female","009","Oceania","ISCED11_7","Master’s or equivalent level","2017","2017",25,,
"DNK","Denmark","F","Female","009","Oceania","ISCED11_7","Master’s or equivalent level","2018","2018",17,,
"DNK","Denmark","F","Female","009","Oceania","ISCED11_7","Master’s or equivalent level","2019","2019",20,,
"DNK","Denmark","F","Female","009","Oceania","ISCED11_7","Master’s or equivalent level","2020","2020",13,,
"DNK","Denmark","F","Female","009","Oceania","ISCED11_7","Master’s or equivalent level","2021","2021",23,,
"DNK","Denmark","M","Male","009","Oceania","ISCED11_7","Master’s or equivalent level","2013","2013",7,,
"DNK","Denmark","M","Male","009","Oceania","ISCED11_7","Master’s or equivalent level","2014","2014",11,,
"DNK","Denmark","M","Male","009","Oceania","ISCED11_7","Master’s or equivalent level","2015","2015",17,,
"DNK","Denmark","M","Male","009","Oceania","ISCED11_7","Master’s or equivalent level","2016","2016",17,,
"DNK","Denmark","M","Male","009","Oceania","ISCED11_7","Master’s or equivalent level","2017","2017",14,,
"DNK","Denmark","M","Male","009","Oceania","ISCED11_7","Master’s or equivalent level","2018","2018",12,,
"DNK","Denmark","M","Male","009","Oceania","ISCED11_7","Master’s or equivalent level","2019","2019",18,,
"DNK","Denmark","M","Male","009","Oceania","ISCED11_7","Master’s or equivalent level","2020","2020",29,,
"DNK","Denmark","M","Male","009","Oceania","ISCED11_7","Master’s or equivalent level","2021","2021",23,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_7","Master’s or equivalent level","2013","2013",16,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_7","Master’s or equivalent level","2014","2014",18,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_7","Master’s or equivalent level","2015","2015",35,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_7","Master’s or equivalent level","2016","2016",34,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_7","Master’s or equivalent level","2017","2017",39,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_7","Master’s or equivalent level","2018","2018",29,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_7","Master’s or equivalent level","2019","2019",38,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_7","Master’s or equivalent level","2020","2020",42,,
"DNK","Denmark","_T","Total","009","Oceania","ISCED11_7","Master’s or equivalent level","2021","2021",46,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_7","Master’s or equivalent level","2013","2013",55,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_7","Master’s or equivalent level","2014","2014",77,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_7","Master’s or equivalent level","2015","2015",70,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_7","Master’s or equivalent level","2016","2016",110,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_7","Master’s or equivalent level","2017","2017",105,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_7","Master’s or equivalent level","2018","2018",102,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_7","Master’s or equivalent level","2019","2019",138,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_7","Master’s or equivalent level","2020","2020",117,,
"DNK","Denmark","F","Female","021","Northern America","ISCED11_7","Master’s or equivalent level","2021","2021",121,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_7","Master’s or equivalent level","2013","2013",42,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_7","Master’s or equivalent level","2014","2014",40,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_7","Master’s or equivalent level","2015","2015",48,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_7","Master’s or equivalent level","2016","2016",64,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_7","Master’s or equivalent level","2017","2017",79,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_7","Master’s or equivalent level","2018","2018",88,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_7","Master’s or equivalent level","2019","2019",95,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_7","Master’s or equivalent level","2020","2020",74,,
"DNK","Denmark","M","Male","021","Northern America","ISCED11_7","Master’s or equivalent level","2021","2021",82,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_7","Master’s or equivalent level","2013","2013",97,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_7","Master’s or equivalent level","2014","2014",117,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_7","Master’s or equivalent level","2015","2015",118,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_7","Master’s or equivalent level","2016","2016",174,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_7","Master’s or equivalent level","2017","2017",184,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_7","Master’s or equivalent level","2018","2018",190,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_7","Master’s or equivalent level","2019","2019",233,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_7","Master’s or equivalent level","2020","2020",191,,
"DNK","Denmark","_T","Total","021","Northern America","ISCED11_7","Master’s or equivalent level","2021","2021",203,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_7","Master’s or equivalent level","2013","2013",19,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_7","Master’s or equivalent level","2014","2014",22,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_7","Master’s or equivalent level","2015","2015",46,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_7","Master’s or equivalent level","2016","2016",54,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_7","Master’s or equivalent level","2017","2017",49,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_7","Master’s or equivalent level","2018","2018",63,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_7","Master’s or equivalent level","2019","2019",80,,
"DNK","Denmark","F","Female","419","Latin America and the Caribbean","ISCED11_7","Master’s or equivalent level","2020","2020",78,,
